order_id,product_id,quantity,unit_price
baa1f376-2144-4056-860d-0ddb956434d9,ea3acac7-cd27-4046-986c-3dae9cb3a835,2,213.2
baa1f376-2144-4056-860d-0ddb956434d9,19fc54fc-cafe-4ead-bfeb-4f4ed2596767,2,493.29
41b024e3-76d6-4bda-ad66-26a9de9605b4,38c8f819-1324-4aaf-9e56-1ee03fa379c7,1,134.42
41b024e3-76d6-4bda-ad66-26a9de9605b4,dc2653ca-7e8d-4ad6-93dd-c1bde0f9668b,3,271.27
41b024e3-76d6-4bda-ad66-26a9de9605b4,9a2c2907-e701-4082-9cd6-c06fab0f69c1,1,346.7
22793592-e783-4603-b155-0081618b9d48,bb71e3a6-0344-45a0-9534-6ac5d18bc6c6,3,346.79
00a260aa-e0a9-4732-be40-53f99b5529c9,dc2653ca-7e8d-4ad6-93dd-c1bde0f9668b,1,271.27
00a260aa-e0a9-4732-be40-53f99b5529c9,c8717b5b-70e7-4450-a41b-efd1724abae6,3,99.6
00a260aa-e0a9-4732-be40-53f99b5529c9,9224d683-cc47-47d0-bd9a-3cd9640d3983,2,64.27
00a260aa-e0a9-4732-be40-53f99b5529c9,c49859e9-9c46-4c1e-a5e6-d7db59923b1b,2,283.58
bda4e8f0-e471-4346-b4b0-ca7d79bf7489,71f09890-7d3c-4ca8-bb9b-fc09cbb6ce5c,3,140.98
bda4e8f0-e471-4346-b4b0-ca7d79bf7489,343bebd0-7d35-4610-9acc-7f483e4ee8a7,3,314.34
bda4e8f0-e471-4346-b4b0-ca7d79bf7489,53faaf50-e3e5-41f0-bd2a-2c3a43763120,2,489.67
bda4e8f0-e471-4346-b4b0-ca7d79bf7489,ab1b8647-ab86-4218-a650-8976d4ce5cbd,1,192.06
366d9d7a-91dc-4c23-9d16-1c1ec7132ce9,9c808e78-1b8a-4a5a-9b50-e1d5756a555e,3,248.69
366d9d7a-91dc-4c23-9d16-1c1ec7132ce9,f809bd50-d5ca-4b3c-8092-65ffbcdcbc8c,1,87.95
366d9d7a-91dc-4c23-9d16-1c1ec7132ce9,cbe9c003-cd89-4514-b96d-5d559d77dd94,3,437.16
0fc54b1f-6367-4566-bf05-89339253ff31,35820a83-d0bf-4872-bc0a-47fa938bbbf0,1,314.92
0fc54b1f-6367-4566-bf05-89339253ff31,d8243dfb-e2da-414a-ac85-f0aad8273771,3,240.02
0fc54b1f-6367-4566-bf05-89339253ff31,9249cf6b-3576-4a67-bf59-fa281403e20f,1,103.39
b51b50fa-ab05-4b23-a2d3-6fcf1bbed535,62296ce4-6b67-48db-b36c-826aa9486d1d,3,62.37
b51b50fa-ab05-4b23-a2d3-6fcf1bbed535,bf0e1a3a-de1e-433a-9935-29ff3f544be9,2,154.26
ea956653-6b1d-4f01-b617-f4849b953af7,0020ab21-392c-40d0-bcb6-489240b8a52e,3,414.9
ea956653-6b1d-4f01-b617-f4849b953af7,140091c4-080a-4ba9-b908-7b3d9b1dbd4c,3,82.78
ea956653-6b1d-4f01-b617-f4849b953af7,921a81c7-9bde-4c75-a53c-3b05e8ae54e8,2,409.35
ea956653-6b1d-4f01-b617-f4849b953af7,9249cf6b-3576-4a67-bf59-fa281403e20f,3,103.39
f5845544-842f-42a1-9a83-108d1ef561f9,dc2653ca-7e8d-4ad6-93dd-c1bde0f9668b,3,271.27
f5845544-842f-42a1-9a83-108d1ef561f9,51a3353b-d0cf-4f07-a310-a83bfe98fe27,1,498.52
f5845544-842f-42a1-9a83-108d1ef561f9,be09e966-1605-4802-b4fb-cf3e2cf0b8ec,1,196.14
f5845544-842f-42a1-9a83-108d1ef561f9,4b232ec9-9668-4fe0-a101-fa9e67234674,3,12.91
f5845544-842f-42a1-9a83-108d1ef561f9,02775baa-ceab-4c48-a916-3b3aa062525f,3,440.04
7e3f9ae2-3b88-44df-a5b5-d46dc697ec13,60ff7e6f-ea70-44cf-afd1-9d3535fcb236,2,403.59
7e3f9ae2-3b88-44df-a5b5-d46dc697ec13,f5205c13-3968-4aa6-b880-8074b2e6eebb,3,244.23
cffa4c86-2370-4760-920a-4130c40fea90,9174cbff-5568-44ab-bb63-64f36de5f81b,2,289.15
cffa4c86-2370-4760-920a-4130c40fea90,51a3353b-d0cf-4f07-a310-a83bfe98fe27,2,498.52
cffa4c86-2370-4760-920a-4130c40fea90,f074418b-b260-43b4-9dea-212b0a7b3472,2,170.75
7a1f7dc0-ec9f-4c50-8ed9-1efa88a613be,448dd11c-9637-412d-8430-30642fc2f1d6,1,392.59
46cbf0ab-b219-4437-a231-6ff8a9ac774e,140091c4-080a-4ba9-b908-7b3d9b1dbd4c,1,82.78
a1c6b682-b0f2-43f9-8b68-9b29d486176c,bf6fa1f2-f449-4f77-86ed-e1393296362b,3,32.67
a1c6b682-b0f2-43f9-8b68-9b29d486176c,5c404908-1538-42b0-bcfb-788c5c49a84e,1,442.2
57a6241b-264f-4905-b1ba-47073dfc65a4,27687247-b2cb-4c6b-bedf-b730c9bbb4cb,1,266.39
57a6241b-264f-4905-b1ba-47073dfc65a4,ae10b2e7-dfaa-44d9-94c4-13c5e4cca7c1,2,419.46
57a6241b-264f-4905-b1ba-47073dfc65a4,62296ce4-6b67-48db-b36c-826aa9486d1d,2,62.37
57a6241b-264f-4905-b1ba-47073dfc65a4,0bb3e9d9-77e1-47c4-ad0b-76b27a53fe6d,2,327.28
bc185d8c-5080-4cc7-94b1-b409d41003af,718668be-1868-4478-9582-7953ae4083a6,1,452.07
bc185d8c-5080-4cc7-94b1-b409d41003af,34fd7760-de4f-46f8-9cfe-bb8f07e71728,3,96.47
27393078-54c3-47a7-a45d-309fd73d9f5d,a3f0248a-e61c-4765-85af-fa1e5e5c049d,1,333.16
27393078-54c3-47a7-a45d-309fd73d9f5d,4b232ec9-9668-4fe0-a101-fa9e67234674,3,12.91
27393078-54c3-47a7-a45d-309fd73d9f5d,4d590ac0-413e-442f-8a93-7ea48d9b825b,3,99.51
d79bb78e-bc92-4363-b4ff-7ced97c7f435,8ff3a14f-8ae3-4ecd-97df-07976738dffe,3,365.85
d79bb78e-bc92-4363-b4ff-7ced97c7f435,0634da8f-1dc6-4c58-a92d-544d3ecc0906,3,215.56
64ff31ff-83ab-4d95-83ce-2e56008f4499,a52929ef-d7f4-4a89-a1aa-f56872c5e79d,1,432.98
38587284-ac24-4c08-a1e7-cc9328326337,bec8de9c-3ac2-4cdd-8298-302838aa9b10,1,58.88
fb144c6d-478f-4e29-b69f-a020beb6629e,8d8a82e5-a4c4-4677-96eb-c1c24d8d7cd5,2,193.16
fb144c6d-478f-4e29-b69f-a020beb6629e,66d098e0-aec1-42fa-ad8a-b6d69e142fe8,3,477.83
fb144c6d-478f-4e29-b69f-a020beb6629e,6e9ac2ef-7c63-47a3-a2e1-18a7c58fc0bf,2,222.32
9ea56e85-62aa-4647-ab5f-f36778f1ff4f,0bb3e9d9-77e1-47c4-ad0b-76b27a53fe6d,2,327.28
9ea56e85-62aa-4647-ab5f-f36778f1ff4f,f1ed5550-665e-4396-9a4b-328fd2f91277,3,13.29
9ea56e85-62aa-4647-ab5f-f36778f1ff4f,0a1b42bd-69a8-4bf0-bfd1-682ac021b00b,1,476.61
9ea56e85-62aa-4647-ab5f-f36778f1ff4f,448dd11c-9637-412d-8430-30642fc2f1d6,1,392.59
9ea56e85-62aa-4647-ab5f-f36778f1ff4f,460eaa13-a449-4979-88a4-59223aeda681,1,130.13
335cc9b8-cf78-44e9-963b-047781b70185,a3f0248a-e61c-4765-85af-fa1e5e5c049d,2,333.16
335cc9b8-cf78-44e9-963b-047781b70185,1bf76808-ea94-453c-8fef-ed2ee6b2d534,3,481.55
61ab3b1a-8a2a-4a27-8abd-0ed3b9bf4862,c4eb52b8-cc4d-47eb-b9bf-5b0612f9ab36,1,59.26
61ab3b1a-8a2a-4a27-8abd-0ed3b9bf4862,8d8a82e5-a4c4-4677-96eb-c1c24d8d7cd5,3,193.16
6919ae01-b520-45cc-88b3-e42b374a3d25,bf0e1a3a-de1e-433a-9935-29ff3f544be9,2,154.26
6919ae01-b520-45cc-88b3-e42b374a3d25,81ceb86b-286e-4fdb-9381-634cebf654a7,3,153.31
6919ae01-b520-45cc-88b3-e42b374a3d25,9a2c2907-e701-4082-9cd6-c06fab0f69c1,1,346.7
87996c5d-944d-469b-bfe7-330019ee0db3,61fa4ecf-8980-4f87-bd21-836029502ce1,3,132.23
3570adbe-d86d-4465-a9e2-758316792dd5,797f8edf-1fcd-4aa6-87ea-421229cb09db,2,38.76
9ec90735-9d70-4a5e-80fe-92b2ee6b31d2,32ab010a-4dde-453e-807b-af864bd9dd82,1,408.4
9ec90735-9d70-4a5e-80fe-92b2ee6b31d2,9baeb102-f4d0-484e-bb15-283526feb222,1,139.65
ec75a86b-ea67-4bbe-8698-013f02a63acb,b1363bf4-40bf-46e9-a91b-bd4197d92d67,1,485.28
ec75a86b-ea67-4bbe-8698-013f02a63acb,78462b4d-f931-4cf6-8997-01a41b29c46b,1,47.24
5f29367c-7fed-48bb-85ad-6880ba6c6dfc,0f74e72d-41e4-49e2-acc2-1a20c5a9a3d6,2,184.81
c6bb25d9-18a5-4670-aa96-02101a9ceafd,2552a0f3-07f6-4697-be00-01e69277ad97,1,159.36
c6bb25d9-18a5-4670-aa96-02101a9ceafd,3348d321-caf9-4a81-bede-a1aad9d478c4,2,181.26
807af547-f6d8-4f6f-bd7e-278dcf0fa662,6d7edd1f-f403-4458-9b13-bef37a6dbec8,2,423.83
807af547-f6d8-4f6f-bd7e-278dcf0fa662,448dd11c-9637-412d-8430-30642fc2f1d6,2,392.59
807af547-f6d8-4f6f-bd7e-278dcf0fa662,60ff7e6f-ea70-44cf-afd1-9d3535fcb236,3,403.59
807af547-f6d8-4f6f-bd7e-278dcf0fa662,ed3a3e7c-bbae-4ad3-ab0e-e677590709b9,2,71.7
93c6667c-235e-421b-ab6a-3ecebd292d6c,ae10b2e7-dfaa-44d9-94c4-13c5e4cca7c1,3,419.46
93c6667c-235e-421b-ab6a-3ecebd292d6c,c7cdd90b-1e70-46fa-8562-2281f4027900,1,200.04
93c6667c-235e-421b-ab6a-3ecebd292d6c,3720a3e9-6702-4ca6-a140-a3a5cd7e83fb,3,136.2
93c6667c-235e-421b-ab6a-3ecebd292d6c,ca4e03df-53e3-4bf3-ab00-0a33a23a7645,2,407.69
58300b5d-e888-4c85-ba9c-98040d2f5404,82b58ce2-827f-4a0b-962a-fbbbe651c147,1,365.98
58300b5d-e888-4c85-ba9c-98040d2f5404,1f8dee74-7995-409d-b01a-861ce6f2e52d,1,49.94
58300b5d-e888-4c85-ba9c-98040d2f5404,ee7e6cb2-7bbd-47c8-adbb-3d831e6be24c,1,131.19
894f65f5-de0b-466a-b8cf-391081ae6a05,6bd9bbb3-562e-48c5-aa47-e312646e3b8e,2,278.73
894f65f5-de0b-466a-b8cf-391081ae6a05,a2962e4e-a8ec-4003-a9c5-67d6428a01bb,3,334.76
894f65f5-de0b-466a-b8cf-391081ae6a05,34fd7760-de4f-46f8-9cfe-bb8f07e71728,1,96.47
894f65f5-de0b-466a-b8cf-391081ae6a05,51fb6030-f270-46a5-aa3a-44162fe08535,1,402.94
894f65f5-de0b-466a-b8cf-391081ae6a05,8e28b413-bc08-4fdc-9f62-c04e2473c5be,2,143.36
65737be9-f844-4c96-85a2-c01d0f668801,ed3a3e7c-bbae-4ad3-ab0e-e677590709b9,1,71.7
65737be9-f844-4c96-85a2-c01d0f668801,6f70073b-d312-4a77-aead-32f6fe0508c4,1,472.89
65737be9-f844-4c96-85a2-c01d0f668801,6e9ac2ef-7c63-47a3-a2e1-18a7c58fc0bf,3,222.32
65737be9-f844-4c96-85a2-c01d0f668801,bd2b431d-2c5a-4448-ae69-4cec53ba7895,3,481.12
65737be9-f844-4c96-85a2-c01d0f668801,6ef94d79-38c3-46a0-a690-fe6d1301a0a9,3,392.35
eb60406f-8ac1-44e3-b476-24e8b405d42d,4a75e719-9479-4132-9f8c-6b683af3a721,2,192.44
eb60406f-8ac1-44e3-b476-24e8b405d42d,a94b2ba5-d6fd-4fef-b3b1-9b691d4a607b,3,341.83
eb60406f-8ac1-44e3-b476-24e8b405d42d,3e571e4c-1751-4991-812b-6397ee055847,1,494.92
eb60406f-8ac1-44e3-b476-24e8b405d42d,153fe594-c5a3-44e2-b334-10eda8088409,1,222.64
eb60406f-8ac1-44e3-b476-24e8b405d42d,a7cd7480-a6bb-4043-a90e-cd247c51b211,1,187.32
7131b5ab-a736-4097-b412-c93db2c2ddb0,bd18e9f3-7522-4176-b046-05c4f9ed1c6c,3,332.8
7131b5ab-a736-4097-b412-c93db2c2ddb0,78462b4d-f931-4cf6-8997-01a41b29c46b,2,47.24
7131b5ab-a736-4097-b412-c93db2c2ddb0,448dd11c-9637-412d-8430-30642fc2f1d6,2,392.59
7131b5ab-a736-4097-b412-c93db2c2ddb0,cf2cebdd-1282-4175-8d13-5d46d7afbd4a,1,445.99
7131b5ab-a736-4097-b412-c93db2c2ddb0,fa15871a-5519-4c15-b873-dd83e927fcdc,3,456.13
d61f08b3-2593-44a9-94a3-1151c8bf3b77,5ad0635a-c2b0-49c9-a34c-fed3d91ccc30,1,195.86
d61f08b3-2593-44a9-94a3-1151c8bf3b77,4b232ec9-9668-4fe0-a101-fa9e67234674,2,12.91
d61f08b3-2593-44a9-94a3-1151c8bf3b77,53ac8eba-1b62-42f9-bce5-b26a3043a192,2,112.38
d61f08b3-2593-44a9-94a3-1151c8bf3b77,81ceb86b-286e-4fdb-9381-634cebf654a7,1,153.31
e30ea794-226b-4258-9343-8495717b8f38,66d098e0-aec1-42fa-ad8a-b6d69e142fe8,3,477.83
5327c573-57c2-4456-b6ef-4bd342e5bf76,78462b4d-f931-4cf6-8997-01a41b29c46b,2,47.24
5327c573-57c2-4456-b6ef-4bd342e5bf76,5b269dc1-9839-45da-8539-ef567d0d7280,3,145.62
5327c573-57c2-4456-b6ef-4bd342e5bf76,0634da8f-1dc6-4c58-a92d-544d3ecc0906,2,215.56
5327c573-57c2-4456-b6ef-4bd342e5bf76,5799ae04-0672-473a-86f2-2bad7a63be27,1,480.32
9e8136b6-1fa1-4839-b842-6ea4bb797a2a,cf2cebdd-1282-4175-8d13-5d46d7afbd4a,3,445.99
89daeba3-78d0-4e1d-81d5-bcb77c0d3b45,460eaa13-a449-4979-88a4-59223aeda681,1,130.13
89daeba3-78d0-4e1d-81d5-bcb77c0d3b45,dacbdf65-59aa-444c-bd82-0aaf2dc03e4c,1,386.36
89daeba3-78d0-4e1d-81d5-bcb77c0d3b45,991e81d6-b4e7-427c-aaba-1a7d8927e23a,1,222.72
89daeba3-78d0-4e1d-81d5-bcb77c0d3b45,6d7edd1f-f403-4458-9b13-bef37a6dbec8,2,423.83
89daeba3-78d0-4e1d-81d5-bcb77c0d3b45,c7cdd90b-1e70-46fa-8562-2281f4027900,3,200.04
82e0670b-c4f6-4124-8e76-a514734d6a5b,140091c4-080a-4ba9-b908-7b3d9b1dbd4c,1,82.78
0ca5695c-31fe-43a4-a678-1707ff134fce,51a3353b-d0cf-4f07-a310-a83bfe98fe27,2,498.52
0ca5695c-31fe-43a4-a678-1707ff134fce,ea3acac7-cd27-4046-986c-3dae9cb3a835,2,213.2
3d6149e0-f8cf-41b7-b66c-81c65497faa8,9831a185-ff0e-48d6-8736-9619033be6c9,2,115.96
3d6149e0-f8cf-41b7-b66c-81c65497faa8,53678ae8-8ca2-4f42-aab1-2561a3e8bb93,1,278.8
e2d9ae78-c9e5-453e-9773-566cb5961511,32fec89c-49ad-43f8-83ab-b408867b99fe,2,321.92
e2d9ae78-c9e5-453e-9773-566cb5961511,b4e800a4-fdd5-470f-aedd-df53c1c6c4af,1,397.98
e2d9ae78-c9e5-453e-9773-566cb5961511,82ba12ea-6800-4995-878a-db6dd6b09372,1,47.83
a84fd97e-4e09-47f9-bc37-ad6719d4dadd,1f8dee74-7995-409d-b01a-861ce6f2e52d,2,49.94
86ca1c31-aaa9-4b50-984a-10f9127eed40,8d8a82e5-a4c4-4677-96eb-c1c24d8d7cd5,2,193.16
86ca1c31-aaa9-4b50-984a-10f9127eed40,d36ada9b-5799-4c0c-b413-33aeee93609d,1,422.51
86ca1c31-aaa9-4b50-984a-10f9127eed40,efbe4dfd-b319-4485-a08d-65eeb5854e19,1,14.17
86ca1c31-aaa9-4b50-984a-10f9127eed40,929837e5-ea6d-4f27-8eba-a72617c6a2d0,2,432.89
86ca1c31-aaa9-4b50-984a-10f9127eed40,bb71e3a6-0344-45a0-9534-6ac5d18bc6c6,3,346.79
6bdb52ca-7e08-4379-94ce-f557d665b3af,51a3353b-d0cf-4f07-a310-a83bfe98fe27,2,498.52
6bdb52ca-7e08-4379-94ce-f557d665b3af,3720a3e9-6702-4ca6-a140-a3a5cd7e83fb,3,136.2
37e7adfe-db0e-453d-9da0-4776202b603d,1f8dee74-7995-409d-b01a-861ce6f2e52d,2,49.94
37e7adfe-db0e-453d-9da0-4776202b603d,156f494c-8c38-4767-ab92-2a48d3bd6c1a,3,493.66
37e7adfe-db0e-453d-9da0-4776202b603d,cf2cebdd-1282-4175-8d13-5d46d7afbd4a,3,445.99
37e7adfe-db0e-453d-9da0-4776202b603d,37608985-e99d-44f3-bb1b-8ccff18f7492,3,381.06
37e7adfe-db0e-453d-9da0-4776202b603d,991e81d6-b4e7-427c-aaba-1a7d8927e23a,1,222.72
c9f60498-eb2d-453b-bae0-191c85b79ebd,2a5f5e30-ebbf-459d-a21b-b0b98df436cf,1,50.21
09e2da21-386f-4e4c-a15c-0b6af4c5b3a7,002be4ac-446c-426b-b03f-a11e4443bc9e,1,124.04
09e2da21-386f-4e4c-a15c-0b6af4c5b3a7,e3a9e0d5-737b-4963-9023-9cb4149b9096,3,81.87
09e2da21-386f-4e4c-a15c-0b6af4c5b3a7,9c7a2a5a-8b76-48c4-85b9-1f1a4950f5e8,3,361.59
09e2da21-386f-4e4c-a15c-0b6af4c5b3a7,4d590ac0-413e-442f-8a93-7ea48d9b825b,1,99.51
09e2da21-386f-4e4c-a15c-0b6af4c5b3a7,a5c8c9ac-deb6-460b-a116-67a3e40ad840,3,120.7
a3861d6b-09e7-43ea-b7cf-9738e05e3da8,9174cbff-5568-44ab-bb63-64f36de5f81b,3,289.15
a3861d6b-09e7-43ea-b7cf-9738e05e3da8,d5007b00-f4e8-4e15-9e2c-feec4f4b4911,3,356.01
a3861d6b-09e7-43ea-b7cf-9738e05e3da8,faf34fba-46f5-4cf3-b692-0220f288860c,3,383.93
a3861d6b-09e7-43ea-b7cf-9738e05e3da8,ea3acac7-cd27-4046-986c-3dae9cb3a835,3,213.2
a3861d6b-09e7-43ea-b7cf-9738e05e3da8,19d9d908-7538-415a-9e45-8af21f3791f8,3,237.42
37a9e1b5-71ef-4f1b-bdba-679983ae05db,32cd0158-6961-42a2-ad17-7770d3a6324c,2,237.9
37a9e1b5-71ef-4f1b-bdba-679983ae05db,fb758c2a-eb5d-46f0-bbff-8d8624d4f28b,3,387.19
37a9e1b5-71ef-4f1b-bdba-679983ae05db,140091c4-080a-4ba9-b908-7b3d9b1dbd4c,1,82.78
37a9e1b5-71ef-4f1b-bdba-679983ae05db,d5af6596-58a7-49b6-951d-56092b8c1aa3,1,198.11
a0aa4618-ff7e-4eb4-9550-2dcb25140924,b8b92dce-829a-4a73-ab44-5008baae2add,1,461.87
a0aa4618-ff7e-4eb4-9550-2dcb25140924,51fb6030-f270-46a5-aa3a-44162fe08535,3,402.94
a0aa4618-ff7e-4eb4-9550-2dcb25140924,e61bae6d-9795-48ab-8abd-b265e914faa2,1,76.37
a0aa4618-ff7e-4eb4-9550-2dcb25140924,f074418b-b260-43b4-9dea-212b0a7b3472,2,170.75
e10fa7ef-247d-4e54-bb55-a8c628ef8e1c,5324e01b-528d-4238-acfc-d8ff73eedc6a,3,293.04
e10fa7ef-247d-4e54-bb55-a8c628ef8e1c,0020ab21-392c-40d0-bcb6-489240b8a52e,2,414.9
e10fa7ef-247d-4e54-bb55-a8c628ef8e1c,f809bd50-d5ca-4b3c-8092-65ffbcdcbc8c,3,87.95
e10fa7ef-247d-4e54-bb55-a8c628ef8e1c,9831a185-ff0e-48d6-8736-9619033be6c9,1,115.96
e10fa7ef-247d-4e54-bb55-a8c628ef8e1c,bd2b431d-2c5a-4448-ae69-4cec53ba7895,3,481.12
03854cc4-d030-459e-acd7-33cbb7daeacd,0b2d43f1-f6d5-4f90-b28f-7bb011adff1a,2,377.99
03854cc4-d030-459e-acd7-33cbb7daeacd,c2166624-ee70-4ee2-b03b-99a3434da913,3,338.11
03854cc4-d030-459e-acd7-33cbb7daeacd,977b5524-7838-4c8a-b879-de707a955875,3,228.42
03854cc4-d030-459e-acd7-33cbb7daeacd,b8b92dce-829a-4a73-ab44-5008baae2add,3,461.87
cccf000d-6c3e-433d-b30c-a036c6ac0cf4,fa15871a-5519-4c15-b873-dd83e927fcdc,2,456.13
cccf000d-6c3e-433d-b30c-a036c6ac0cf4,26317105-ab1f-45d7-980e-d17ccd48816a,2,313.99
cccf000d-6c3e-433d-b30c-a036c6ac0cf4,c49859e9-9c46-4c1e-a5e6-d7db59923b1b,3,283.58
cccf000d-6c3e-433d-b30c-a036c6ac0cf4,0812e5c2-af4c-4378-bc9e-af94c7acf6e5,3,424.28
be93d168-5c55-48ae-91ec-67f06432d010,36f2fed2-6bc5-43ce-9885-1d889a278876,1,179.36
be93d168-5c55-48ae-91ec-67f06432d010,34fd7760-de4f-46f8-9cfe-bb8f07e71728,2,96.47
0360d4fa-db21-4d35-a190-be4806a8caae,8ff3a14f-8ae3-4ecd-97df-07976738dffe,2,365.85
0360d4fa-db21-4d35-a190-be4806a8caae,9174cbff-5568-44ab-bb63-64f36de5f81b,3,289.15
2721403f-e2e5-44bf-a450-3b2bca5739fd,be09e966-1605-4802-b4fb-cf3e2cf0b8ec,1,196.14
2721403f-e2e5-44bf-a450-3b2bca5739fd,46106341-3270-4759-aea8-0e3de2eda199,2,247.79
2721403f-e2e5-44bf-a450-3b2bca5739fd,51a3353b-d0cf-4f07-a310-a83bfe98fe27,3,498.52
80990c74-7e96-437f-82e0-96828cb238ce,53ac8eba-1b62-42f9-bce5-b26a3043a192,3,112.38
80990c74-7e96-437f-82e0-96828cb238ce,61fa4ecf-8980-4f87-bd21-836029502ce1,2,132.23
80990c74-7e96-437f-82e0-96828cb238ce,fba3a22e-b0a7-4486-ab6c-24f78fdadc3d,2,107.88
cbd8aacd-7845-4d00-b571-0351d980e95d,46106341-3270-4759-aea8-0e3de2eda199,3,247.79
cbd8aacd-7845-4d00-b571-0351d980e95d,eec281ce-a1ad-4690-a380-706211dd3f1e,1,153.21
876d65cd-e2e5-4eae-a84f-6bc43fd9fdff,be09e966-1605-4802-b4fb-cf3e2cf0b8ec,1,196.14
876d65cd-e2e5-4eae-a84f-6bc43fd9fdff,7a7f6c60-dae1-41e9-8b42-042e49f1c418,2,223.37
876d65cd-e2e5-4eae-a84f-6bc43fd9fdff,d428e2ba-f818-4644-a762-67cea4bb8c74,2,433.09
a796a846-ad7b-4eb1-ac52-3ed7999e5810,dbb154a6-948e-42ff-b763-194883040043,2,212.21
a796a846-ad7b-4eb1-ac52-3ed7999e5810,d5007b00-f4e8-4e15-9e2c-feec4f4b4911,1,356.01
50265858-65b9-4a6b-a876-07fa689b87eb,be09e966-1605-4802-b4fb-cf3e2cf0b8ec,2,196.14
50265858-65b9-4a6b-a876-07fa689b87eb,27687247-b2cb-4c6b-bedf-b730c9bbb4cb,3,266.39
50265858-65b9-4a6b-a876-07fa689b87eb,4b232ec9-9668-4fe0-a101-fa9e67234674,1,12.91
1f070d4d-40c8-4c85-9357-398e11fe18f7,1d3cbecc-007b-4a82-8662-b3e93f42291e,2,67.04
ff553eee-25bc-468b-97be-8f7d39951c5f,140091c4-080a-4ba9-b908-7b3d9b1dbd4c,3,82.78
ff553eee-25bc-468b-97be-8f7d39951c5f,9a3c6a4a-0084-4aa0-8488-5ce0f93ffac0,3,25.38
ff553eee-25bc-468b-97be-8f7d39951c5f,35820a83-d0bf-4872-bc0a-47fa938bbbf0,2,314.92
ff553eee-25bc-468b-97be-8f7d39951c5f,0a1b42bd-69a8-4bf0-bfd1-682ac021b00b,3,476.61
e410e0d1-e2fd-4967-81c9-96b77dc1fbad,36f2fed2-6bc5-43ce-9885-1d889a278876,3,179.36
3d23d8d4-d6c2-41c4-95b9-0113574d0aaf,d8a53ad8-9268-486c-b953-1d594ca10528,3,171.81
3d23d8d4-d6c2-41c4-95b9-0113574d0aaf,343bebd0-7d35-4610-9acc-7f483e4ee8a7,1,314.34
3d23d8d4-d6c2-41c4-95b9-0113574d0aaf,e5fe0c62-be86-4b4a-b7c1-e814e621f721,3,341.23
7a7099ba-2371-4c1c-bc9d-cdbfaa3e20c8,61fa4ecf-8980-4f87-bd21-836029502ce1,1,132.23
7a7099ba-2371-4c1c-bc9d-cdbfaa3e20c8,81ceb86b-286e-4fdb-9381-634cebf654a7,3,153.31
7a7099ba-2371-4c1c-bc9d-cdbfaa3e20c8,5799ae04-0672-473a-86f2-2bad7a63be27,2,480.32
7a7099ba-2371-4c1c-bc9d-cdbfaa3e20c8,5857ef8a-a2e6-4e81-8787-0a3703d96a5c,1,460.92
d4411b1f-3582-498c-b07a-4a2b8b305256,a7607d5e-3863-4e10-b469-fe17bb9de6d3,2,425.86
d4411b1f-3582-498c-b07a-4a2b8b305256,6eb8a8b9-759c-4f7d-8b25-996b72bd399d,1,341.2
d4411b1f-3582-498c-b07a-4a2b8b305256,0fa2c767-67bf-4d80-a7b5-3a19bf682a9b,1,181.63
d4411b1f-3582-498c-b07a-4a2b8b305256,1675c20a-3d01-46ed-8984-53db6eacfd18,2,51.21
