order_id,customer_id,order_date,status
27393078-54c3-47a7-a45d-309fd73d9f5d,83a4aa06-adb0-427c-8935-8c49d5f87a51,2025-05-13 15:29:05.563806,cancelled
d79bb78e-bc92-4363-b4ff-7ced97c7f435,755a98dc-dc4e-4e6a-83f9-1458cfbe780b,2025-12-07 15:29:05.564650,cancelled
64ff31ff-83ab-4d95-83ce-2e56008f4499,b193385e-bd3f-49ad-801a-9be0efc9e311,2025-03-22 15:29:05.565377,
38587284-ac24-4c08-a1e7-cc9328326337,0260525f-7f9e-4da0-847e-8529e1f3e1c2,2025-09-07 15:29:05.566084,delivered
fb144c6d-478f-4e29-b69f-a020beb6629e,2f8cd2d5-fd87-4374-8dd5-1dde298ca2b2,2025-10-15 15:29:05.566850,created
9ea56e85-62aa-4647-ab5f-f36778f1ff4f,178f281f-a429-4f02-bf61-c884668c4f4b,2025-11-21 15:29:05.567576,
335cc9b8-cf78-44e9-963b-047781b70185,d4716a5e-bfb7-4efd-a660-9a2f10bbdebc,2025-11-04 15:29:05.568294,
61ab3b1a-8a2a-4a27-8abd-0ed3b9bf4862,cf04978d-c87a-4d6d-bc40-0817b9ab4b86,2026-01-29 15:29:05.569131,cancelled
6919ae01-b520-45cc-88b3-e42b374a3d25,be18b1dc-e2af-4a0c-8b1b-22c3fe8229f8,2025-07-02 15:29:05.569843,shipped
87996c5d-944d-469b-bfe7-330019ee0db3,c1833f4a-1c2c-4439-9eaf-4f086aac6317,2025-08-02 15:29:05.570598,cancelled
3570adbe-d86d-4465-a9e2-758316792dd5,bb17768c-e3b9-40dc-ab48-a5f72a7dd1d6,2025-09-11 15:29:05.571335,cancelled
9ec90735-9d70-4a5e-80fe-92b2ee6b31d2,38d97c83-7a5d-4885-9b2e-3e550f447398,2025-03-27 15:29:05.572055,delivered
ec75a86b-ea67-4bbe-8698-013f02a63acb,6f3c1638-b7d1-4762-9494-770488ffea41,2025-05-01 15:29:05.572820,shipped
5f29367c-7fed-48bb-85ad-6880ba6c6dfc,7f4e1f99-43f8-4ec4-8819-a8a106fcd4c4,2025-12-18 15:29:05.573596,shipped
c6bb25d9-18a5-4670-aa96-02101a9ceafd,9c9b6027-c180-47c4-a98b-03d2abcb26c6,2025-08-30 15:29:05.574310,cancelled
807af547-f6d8-4f6f-bd7e-278dcf0fa662,0260525f-7f9e-4da0-847e-8529e1f3e1c2,2025-07-22 15:29:05.575098,shipped
93c6667c-235e-421b-ab6a-3ecebd292d6c,088e2966-b7c1-4c90-b709-ae53c4d14b28,2025-05-27 15:29:05.575970,delivered
58300b5d-e888-4c85-ba9c-98040d2f5404,76d435ba-f3f1-49ad-858a-0342cdcea600,2025-03-21 15:29:05.576792,created
894f65f5-de0b-466a-b8cf-391081ae6a05,1914ec5f-113b-4806-8993-1000fdbba52b,2025-07-22 15:29:05.577560,delivered
65737be9-f844-4c96-85a2-c01d0f668801,7bac1556-ae57-4f78-b478-0411c43c8084,2025-12-09 15:29:05.578330,cancelled
eb60406f-8ac1-44e3-b476-24e8b405d42d,a23735ea-01e2-43a1-9ca4-1bea858e21bd,2025-05-26 15:29:05.579160,delivered
7131b5ab-a736-4097-b412-c93db2c2ddb0,4e75d25b-aff1-4b2f-81aa-ea98f7f17dab,2025-10-08 15:29:05.579906,created
d61f08b3-2593-44a9-94a3-1151c8bf3b77,fb4a3bd7-8747-418c-9031-08c12d0ed3ec,2025-07-18 15:29:05.580702,created
e30ea794-226b-4258-9343-8495717b8f38,102b3784-8f33-439d-8176-3880d8be11da,2025-03-17 15:29:05.581467,created
5327c573-57c2-4456-b6ef-4bd342e5bf76,04b31e3b-3541-4c49-8b17-58235b8f7f43,2026-01-03 15:29:05.582273,delivered
9e8136b6-1fa1-4839-b842-6ea4bb797a2a,8088dd4b-2600-46d8-a8b8-85700f2beb0c,2025-10-26 15:29:05.583075,delivered
89daeba3-78d0-4e1d-81d5-bcb77c0d3b45,7296a944-1e4f-4524-960c-87dd2c57fcd4,2025-04-21 15:29:05.583820,shipped
82e0670b-c4f6-4124-8e76-a514734d6a5b,59893e43-7031-4a9c-870f-46f0df3fbb0b,2025-09-11 15:29:05.584617,
0ca5695c-31fe-43a4-a678-1707ff134fce,bfc568e0-bbfd-4137-aa16-744514cd2e6d,2025-12-12 15:29:05.585398,created
3d6149e0-f8cf-41b7-b66c-81c65497faa8,f51de88c-2d1d-496f-818c-6b4ee7418896,2025-12-07 15:29:05.586204,delivered
e2d9ae78-c9e5-453e-9773-566cb5961511,f891d1ff-4fbb-4b6f-ab43-c246cd43189a,2025-03-03 15:29:05.587020,cancelled
a84fd97e-4e09-47f9-bc37-ad6719d4dadd,499d2eef-23b7-4dae-a2e5-811be275e5b0,2025-07-01 15:29:05.587797,cancelled
86ca1c31-aaa9-4b50-984a-10f9127eed40,a2b5ac6c-b6d9-4d58-8e67-7d7dd7743c87,2025-11-14 15:29:05.588674,cancelled
6bdb52ca-7e08-4379-94ce-f557d665b3af,480db29f-4525-4073-9bde-8e954c5e78a5,2026-02-08 15:29:05.589461,
37e7adfe-db0e-453d-9da0-4776202b603d,7c215849-9c06-43e1-9a26-011a210c6242,2025-09-11 15:29:05.590238,shipped
c9f60498-eb2d-453b-bae0-191c85b79ebd,957e1670-c9f0-413b-950f-9de98d3721d5,2025-03-23 15:29:05.591086,
09e2da21-386f-4e4c-a15c-0b6af4c5b3a7,5bfc8df8-9686-4128-8076-65f7dd7cfcba,2025-06-02 15:29:05.591914,created
a3861d6b-09e7-43ea-b7cf-9738e05e3da8,866237e5-fd62-4173-86a9-7f1d9ea7f6ff,2025-10-17 15:29:05.592781,shipped
37a9e1b5-71ef-4f1b-bdba-679983ae05db,dfe98a7c-61d5-4fcf-b74e-bd5c7cfe9bad,2025-11-30 15:29:05.593574,
a0aa4618-ff7e-4eb4-9550-2dcb25140924,c933821f-6571-4221-97db-2e10098d37ed,2025-06-13 15:29:05.594363,
e10fa7ef-247d-4e54-bb55-a8c628ef8e1c,808e47af-6ed5-4c3e-9f9c-e081f56d6d6e,2026-02-08 15:29:05.595216,shipped
03854cc4-d030-459e-acd7-33cbb7daeacd,256cea11-e83c-4298-abb0-a3cd3b281b58,2025-11-29 15:29:05.596016,shipped
cccf000d-6c3e-433d-b30c-a036c6ac0cf4,8d9abb9b-1646-4027-b8f0-5bc0b0fa95e8,2025-09-30 15:29:05.596827,cancelled
be93d168-5c55-48ae-91ec-67f06432d010,f51de88c-2d1d-496f-818c-6b4ee7418896,2025-06-13 15:29:05.597625,delivered
0360d4fa-db21-4d35-a190-be4806a8caae,25c8f068-9ad8-4972-ac4d-50cc41c3eb9f,2025-10-26 15:29:05.598398,shipped
2721403f-e2e5-44bf-a450-3b2bca5739fd,14a53c73-b69d-48f6-913a-fffd73b4be5b,2025-08-20 15:29:05.599270,shipped
80990c74-7e96-437f-82e0-96828cb238ce,6616ee26-07cb-4ed3-b262-efb5e729c956,2025-06-20 15:29:05.600105,
cbd8aacd-7845-4d00-b571-0351d980e95d,9f9033b9-a6a1-42e6-b43b-e2397bf6411e,2025-07-03 15:29:05.600953,cancelled
876d65cd-e2e5-4eae-a84f-6bc43fd9fdff,fefb8105-09ef-4eae-b9fd-e93a50d2aea4,2025-12-06 15:29:05.601772,shipped
a796a846-ad7b-4eb1-ac52-3ed7999e5810,154f7c9b-e475-4a97-b6ba-e163012880e9,2025-06-25 15:29:05.602583,created
50265858-65b9-4a6b-a876-07fa689b87eb,0cc61c81-b08e-4aa4-9471-8c8bb7584648,2025-03-22 15:29:05.603459,cancelled
1f070d4d-40c8-4c85-9357-398e11fe18f7,868c5f92-11fc-4f8c-832a-893d04b11900,2025-11-16 15:29:05.604338,
ff553eee-25bc-468b-97be-8f7d39951c5f,c1087336-12a0-4760-8256-0048079cefb6,2025-06-11 15:29:05.605198,cancelled
e410e0d1-e2fd-4967-81c9-96b77dc1fbad,1936c8dc-e4e1-4ee0-a0d3-fc803d69c18d,2025-08-02 15:29:05.606025,
3d23d8d4-d6c2-41c4-95b9-0113574d0aaf,3287790b-284e-4184-818d-a04bafb3a744,2025-03-11 15:29:05.606853,created
7a7099ba-2371-4c1c-bc9d-cdbfaa3e20c8,8eaaeb72-adbe-4bc7-98fd-f36817a062bc,2025-08-16 15:29:05.607693,
d4411b1f-3582-498c-b07a-4a2b8b305256,9b997bc8-1ee8-4e53-a258-46a3046c8a5b,2025-09-21 15:29:05.608695,cancelled
4690c37f-1978-4304-9a02-daad56738199,52098610-67e9-4875-86c1-6c1967a7e5c9,2025-08-30 15:29:05.609571,cancelled
b2cb818b-7249-4fb8-88fa-bd6defc747c1,6792a033-7882-40ba-95db-a9760604888f,2026-02-22 15:29:05.610402,
119277bb-e779-4749-9466-9b58d2b26fe2,5926edb8-9bfa-441d-9930-08cdc63796f4,2025-12-02 15:29:05.611278,
b2523cab-0151-4385-9850-6612b4d6e5f0,bf544451-566b-4824-8429-d33da0c285c6,2025-07-02 15:29:05.612148,shipped
62d647d1-5742-4ee0-a4d6-b1d8f2d0e40a,064532f1-1432-4216-896f-18a1924347c0,2025-07-31 15:29:05.613078,
bff365ec-c670-4071-9b00-f0371a4383ac,d80fc94d-c3a0-4f91-9737-bdc67f4b1fe9,2025-11-26 15:29:05.613923,created
667b0a6c-3c75-44d0-b9b9-9e534465b480,e14ee380-3146-4548-9cbb-7f963ceea05c,2026-01-13 15:29:05.614761,
ea958215-555f-4c62-9e60-7e2594420946,3b82e841-846c-41ff-a252-858ac73dd131,2025-05-27 15:29:05.615636,shipped
aec8a826-b0ef-451d-8e9d-a7eaa3961659,5339adc7-4ed1-430d-b961-bee6e8d19c9b,2025-06-07 15:29:05.616490,created
622041f7-4c37-4ecc-82b9-6a89202b7485,32da8200-8f73-4713-93bc-aaf4090a97e2,2025-04-06 15:29:05.617426,shipped
4ea948de-8595-4977-91bb-2f3e51581f43,7f7d81c8-cada-41e9-b55d-2a98f3e28342,2026-03-02 15:29:05.618281,shipped
2726e136-aa81-4013-9031-c634721805a5,d8c6a9d7-429a-4c63-9312-386428e8a847,2025-06-26 15:29:05.619179,
f2822b94-5228-4e76-9159-d2eab1afdbe4,7fbfa029-a3c1-4e08-9174-c0c921434168,2025-05-16 15:29:05.620066,cancelled
3c52f628-d627-495c-be68-713afa18069d,487dae7f-1437-4e47-a1a3-fdb4c450ef06,2025-03-19 15:29:05.620942,cancelled
1affd9fc-a89e-434c-9a0b-776b692b524c,2b37d979-9270-47b0-a1b8-ed706be140ca,2025-11-22 15:29:05.621834,cancelled
c54c57dc-c3ba-4c65-8d54-de3959cf37f7,e564b941-c857-4938-9760-ccf800ed8c08,2025-08-20 15:29:05.622708,cancelled
b20ef268-ad55-432a-b9cf-0a9ddbcc2458,ac9a53d6-bce4-41c7-a4ec-7e40acea1a05,2025-03-18 15:29:05.623663,cancelled
9d0744db-5acc-46d7-b3f5-f40d3fcf0fc7,5398a41a-a3e8-4ea8-83f6-6883acdd67fb,2025-08-21 15:29:05.624656,shipped
cf7b688f-3d0d-477e-8fee-d3d5d40497cf,73ed3514-acf1-49c5-8199-31ff0251cf7d,2026-02-23 15:29:05.625623,created
6fc3953a-a315-4310-9cbe-5d14351e5621,0dee0784-0133-4501-bacf-b7118e04038d,2026-02-25 15:29:05.626569,cancelled
586814d6-0c9e-4596-9923-a7adbe1f2d46,fc4503b0-59ff-4c2b-887d-4ee4e322d2c0,2025-11-11 15:29:05.627510,created
0977ffb0-009f-48f8-ab1a-e3f903fa8421,ed7987df-fdf8-471e-b843-1ae9c53c4d54,2025-11-16 15:29:05.628444,created
3a6bba0a-0716-4adf-902f-f810a2847e3b,ad492ccc-100e-47de-b918-0915e524f4f9,2025-03-20 15:29:05.629374,delivered
ea15fa4b-6d3c-453c-90ef-c28e981d6258,7e1cee27-0260-4c94-b498-a3109c69cb25,2025-10-29 15:29:05.630269,delivered
6dd05f59-4775-4bd0-9337-598d572b3c50,6be572b3-84d1-4c4f-8edb-6bd20990345c,2025-04-26 15:29:05.631206,cancelled
7541dfc0-b659-48dc-b94c-e127a9a290d9,bd39e691-2084-4a30-b7a0-e84870cf65bf,2025-12-17 15:29:05.632127,
1a04937a-4f94-4ec9-9604-9280b338d080,9047a65e-e89f-4e9d-a49a-50b252ad7ddc,2025-09-07 15:29:05.633043,shipped
68c8e87d-f839-47ea-b276-6737e83464b9,eb0194fc-46e1-4326-a0df-bdc69154d083,2025-08-24 15:29:05.633960,cancelled
b42b99e6-7fa5-4d07-a049-ab1f9f249d63,cd36c809-1f9a-4b73-97f8-0ccb6a593414,2025-06-10 15:29:05.634840,created
a26b8481-664b-44c1-b2e6-f9657ec74dc3,dd7e1284-f1d6-4125-8cd3-0119a45595cb,2025-06-04 15:29:05.635893,shipped
fcfe8d76-d60f-4dfc-86ee-cad32b3e1959,b255af8f-9c8d-4160-891a-40f39f411443,2026-01-29 15:29:05.636824,delivered
52b160d1-fd2e-41da-b903-b79f9f996ba2,888d3595-f614-4689-942b-84ff2e418d03,2025-05-03 15:29:05.637800,shipped
2d417d27-8a69-40cc-9619-fca455b57ae2,f993f30f-e69c-46f0-9254-8ca5b3403672,2025-07-14 15:29:05.638779,cancelled
3af368e4-5bca-469b-9a1a-784d6039d5b1,b1f31699-88fa-4f9e-8177-8379e559faaa,2026-01-15 15:29:05.639774,
ef9c4a1f-fe86-4a52-aba3-adf4dc073d80,0d22bf8a-409a-4b7a-8530-1816757311fe,2025-07-01 15:29:05.640755,
5926e4b8-452a-438d-b25c-8f25fcf62202,59ae99de-1552-42c5-89c2-0c7073b68953,2025-10-27 15:29:05.641736,delivered
ae2429f7-dc43-4eea-90e2-4921b0548c80,11170394-8ac1-40ed-b447-32ad75bcdacd,2025-06-26 15:29:05.642642,
ffe7006c-f60f-4c65-bf86-301fb5942319,d4d53a8c-66d3-4d75-8590-1f963f2af334,2025-04-10 15:29:05.644515,shipped
2666d780-7228-4c92-80fe-3981261b205c,9fd41bd7-566e-4a0c-8683-5e806e5f8ad5,2025-12-19 15:29:05.645501,delivered
3dd20edf-df1d-40d8-a381-dbca5eb0a2ce,7e7cb0a1-f3ad-4360-94af-e2db59fca90e,2025-08-23 15:29:05.646466,
f2a7f0b5-a3dc-4fc5-837a-ae9c5f39196e,20ede5c2-e7a7-48f4-b6d5-acf9755d373b,2025-05-21 15:29:05.647417,created
a1bfbc66-3c2c-408e-b793-cbc57781c9d4,02fde179-6cb9-42d8-a68a-de1e05b44a14,2025-03-04 15:29:05.648454,shipped
94bc60c1-7ad4-482f-894e-31ac077e2a4c,dca32eee-4c16-4640-9c67-7d5fa851da93,2026-01-26 15:29:05.649402,cancelled
7b769003-7b78-435d-b1f0-cbbd7c2f46c5,f45a04d8-852d-4b39-aafe-44b45aec053f,2026-01-13 15:29:05.650387,shipped
21b65c0f-24d5-41b5-adee-dd41ef2878e3,9aec098e-f77f-4a7d-b91a-d1c0f3ccbbaa,2026-01-26 15:29:05.651352,shipped
4749512c-92db-44db-87a0-fededab45b68,d7f339f4-c46e-4b7f-a9e9-01816391c008,2025-07-29 15:29:05.652335,cancelled
6bd004af-fd13-41b5-b9fb-64475970ec23,7e7cb0a1-f3ad-4360-94af-e2db59fca90e,2025-11-29 15:29:05.653315,
45434509-4461-47dc-805e-d31b562290a3,d90b5f41-12fd-4d51-913e-b8a0c9f73a77,2025-12-27 15:29:05.654272,created
ba8fd16c-161f-41df-a360-784a2dd364a3,f7b70867-ce39-4bb7-affc-989d382fcce4,2025-04-15 15:29:05.655836,shipped
6b538fd9-bd3e-4d80-80df-8cb7a486c0a4,b69d461e-9a7a-4eda-b572-436566ac97eb,2025-06-02 15:29:05.656921,cancelled
d63f41e9-a373-432a-8485-03523102fda6,cd36c809-1f9a-4b73-97f8-0ccb6a593414,2026-02-17 15:29:05.657888,shipped
e27adbbf-8f1b-4568-b2cc-3f63966d6189,db026fb5-a385-4850-af03-468adc48c8b1,2026-01-21 15:29:05.658811,delivered
1d4afd0d-8561-4d51-ba5f-bf52fb1e0f45,eca1dd3e-61b6-412e-acaf-9a34a6841610,2025-06-17 15:29:05.659804,cancelled
d8c94420-f28c-4d0f-ab76-37cc06ed4905,8d9e2430-7c75-489b-96b5-c0307a430a14,2025-12-13 15:29:05.660847,
8538c489-c2c3-4651-8c8e-5a0f9e8ed875,5398a41a-a3e8-4ea8-83f6-6883acdd67fb,2026-01-10 15:29:05.661817,created
890897ab-dcd6-429d-a684-7536096f4614,0dfaf474-0065-4571-914d-522d746790b0,2025-03-12 15:29:05.662791,
d53c1929-d89e-4a23-a631-b2be66382811,92d25096-0376-44fe-a195-748a67b87991,2025-08-23 15:29:05.663781,shipped
95597e9d-d986-44ad-9266-880b25436eea,fec5e25f-5e15-4c82-8397-73ede8f680d5,2025-10-09 15:29:05.664731,cancelled
98cb69d1-bb9e-440e-bd5c-4606836656cb,487dae7f-1437-4e47-a1a3-fdb4c450ef06,2025-09-24 15:29:05.665723,delivered
5f7662b1-cfa1-4382-92f6-ee5d9b00f675,460fb830-26d8-4715-a220-93067001f07e,2026-02-28 15:29:05.666662,created
369a0a47-0add-4438-b542-25eee9ef5d7e,84e50f0a-9e53-4d78-bd7e-dfbc9991a271,2026-01-04 15:29:05.667656,shipped
d79f6fd5-64ae-4756-9667-c17aa57f7c56,3a2b9575-2438-4927-800d-20962d83b6d1,2026-01-26 15:29:05.668674,cancelled
4db2066b-54a3-491d-8fd2-2a07aed1c95a,f2b5207c-a644-4c05-9eb3-f611cfb61a51,2026-01-29 15:29:05.669730,shipped
9b0b525c-e25c-45dc-8e9c-1686e3a0d4c5,487dae7f-1437-4e47-a1a3-fdb4c450ef06,2025-05-04 15:29:05.670700,
f2cf1c95-42fe-48cd-8bc8-ef374df24d09,36089b83-122a-4671-baed-f2aee10ffed9,2025-06-12 15:29:05.671701,created
af546e49-da61-4e55-9d4f-3d817877b961,e7ced00d-d9c4-434d-b290-52808e9c2818,2025-11-14 15:29:05.672669,created
e2bc221c-6410-443a-b193-716c82f2ebf0,dae25a74-5c7a-4d8e-9e17-25d1831c418e,2025-10-01 15:29:05.673670,shipped
5f0e8c66-cf10-474e-8d73-5ec97fb3e75b,da29e90d-0ea7-46f3-b59b-e328c798f53f,2025-03-03 15:29:05.674626,delivered
99d752da-ad1b-460a-8097-32581fc32c01,31d57726-f77a-4f76-9f72-f59a7cc10736,2025-07-29 15:29:05.675619,cancelled
a0a8c3ec-e233-4587-804a-841c9bfe31d8,df0a717c-a6b3-4000-a6c1-1bcf0d5d9d03,2025-04-29 15:29:05.676654,created
fa8e8b5b-a96f-409c-8773-08b4c8443ced,b97ea800-982e-4513-ba8c-42b75c7a924c,2025-06-16 15:29:05.677654,delivered
c1e2c770-9e5c-4c0e-8a19-0caa19445716,b67bd1b1-a753-44b6-ac6a-74f6196a6197,2025-03-27 15:29:05.678615,shipped
01931e77-ed85-4159-8388-fdc74004d083,8733daf4-0543-41c1-9bea-c5b2364c235f,2025-06-22 15:29:05.679618,
99bd15d0-1596-4827-94d4-7fa19d2842d7,973db4ce-85ce-4250-ac6d-8b9dc873f020,2025-06-14 15:29:05.680612,delivered
733c82ea-85ca-41f7-bd74-4ac14789528c,499d2eef-23b7-4dae-a2e5-811be275e5b0,2025-12-06 15:29:05.681627,shipped
6f713a8d-4eb9-44e0-abcd-917dc588e53d,826b3ba1-82ba-4938-9769-ca68a0e3dba3,2025-03-30 15:29:05.682663,shipped
eb888794-97e9-44ba-9b86-b4d0f9658964,11ef10a5-af3d-49bb-9656-4e03bb6df50f,2025-12-03 15:29:05.683689,delivered
323cee0d-073d-4547-acf2-e0e79970a1fd,5b97f884-558b-4253-b133-f50e83a48d80,2025-09-20 15:29:05.684691,
7a1a301e-b6be-40f9-91f2-d1e917db51d8,211d84e7-0e23-4e77-8457-b4089d8c2a8e,2025-06-27 15:29:05.685714,created
31648f2d-a3c0-4fa9-87b2-335aae40fa51,2a22c734-7f09-4660-b87f-47df7a594592,2025-03-23 15:29:05.686750,delivered
44ca0b34-09c8-4177-8009-d3b49efc019d,4f0b87de-3c28-4a36-8101-3aa7ee66e784,2026-02-16 15:29:05.687800,created
c8995e3c-9efd-4a58-b6e0-0b0b34245569,1e3a2a16-9664-4ecb-8921-cd146042f537,2025-04-14 15:29:05.688839,cancelled
f535a749-6635-4284-9dcb-4bf3a3bd0ed3,dd19404b-0d9c-499b-b0b5-88913d0cfd45,2025-06-18 15:29:05.689883,shipped
d6a288de-ea27-491b-8137-6661518724e4,bd39e691-2084-4a30-b7a0-e84870cf65bf,2025-04-24 15:29:05.690864,cancelled
fde4ad6f-7558-48f3-bc2e-77d8bca39b91,0be3c489-fb56-415e-b8ca-133444651057,2025-11-28 15:29:05.691908,created
ee3921dc-d699-4105-b62d-19dfa14a582e,26b0fb2b-ca2e-4c5c-b5f4-5da7a8c65aea,2025-08-06 15:29:05.692935,
39fbde07-6e32-485a-833d-54ffa85e0d5e,6f3c1638-b7d1-4762-9494-770488ffea41,2025-05-12 15:29:05.694031,shipped
cc876b3e-65a2-4dc4-96ba-9b312c44f543,9a02da23-68c2-445f-a7ee-a181e7904b8d,2025-07-05 15:29:05.695039,shipped
db747a01-06c6-4e76-a100-207b8334ef6a,662d1180-c614-4c9b-af8b-0ac2868bdc22,2025-09-16 15:29:05.696120,cancelled
a08ead5e-129e-407f-b3e5-7b3084502d5e,db7c1bed-4e65-4bd9-8a92-dcca936d8147,2025-09-23 15:29:05.697118,shipped
2135570f-8094-4d72-a0ce-8447fc866bd6,cb122ed4-6978-4761-b5e9-bac16d4e3173,2025-07-16 15:29:05.698183,cancelled
25fb4bd2-b41e-44fb-b512-6e2e3eb94d2c,98a31c51-9a74-4e37-aa8e-f73263c338af,2025-11-04 15:29:05.699254,cancelled
9e932606-25de-4d8b-99c2-45f6f300d64d,c7dd98f4-220a-4057-8b98-96950fc4dee5,2026-01-31 15:29:05.700303,
4b4897c8-caf3-456a-959f-ef9a5682d5b7,696cfe22-3c99-4938-87fb-6f7ba2d5fd18,2025-04-04 15:29:05.701333,created
9b54a4cb-8b09-4de0-a138-401d43bfd5bf,bf527341-b576-44c8-b3c7-8330ec2bdf60,2025-06-10 15:29:05.702387,shipped
7a9785e2-0bb3-413a-b8cd-daa1ea05d70f,9ba19e95-7aff-4aa6-a2a5-955c42dbe82c,2025-11-27 15:29:05.703838,created
06bd716f-b696-439a-b600-388611f99530,e1a83af0-765e-4914-9090-f808b5511d0c,2026-02-05 15:29:05.705316,shipped
6afc7c92-0db8-4d16-8c6c-f1abdd763dc0,2636d6b5-c308-4a07-9d49-dac1c8c634b3,2025-04-12 15:29:05.706415,delivered
268cc206-7977-40ac-97f4-ebc098794ba7,5c02073f-4c90-4a32-b385-675c46f9f222,2025-11-18 15:29:05.707429,
273e491c-74d8-4872-bfd8-e5c21f4dcf72,7f63b6e0-dc10-4b27-90ac-7c6712e254ce,2025-07-28 15:29:05.708546,
6465df36-82c0-4ea0-81dd-9760e5e10e21,04e28aca-0f7b-4187-b36c-cc70392f60c0,2025-06-13 15:29:05.709581,created
a0f65a01-cf93-4037-a6eb-6f68b1ec76f6,38d7f3ea-4f18-4e50-832d-261d19088dea,2025-06-09 15:29:05.710632,cancelled
633bfb4b-1c53-494b-bf33-65a166dbf127,b3cf182d-7890-4858-a9b6-21c6dbd6de7f,2025-05-29 15:29:05.711719,cancelled
b9aa6546-3f5e-4700-809e-a8d858dd04c4,c76611d0-a5ec-494d-98c2-3cbfc8838f7c,2026-01-15 15:29:05.712839,delivered
8634bb01-99b2-42f2-a21d-b99a19e8c37b,0da368d4-eec2-45d4-a7de-100be86e70e4,2025-10-14 15:29:05.713903,created
f111cc19-8239-4cdb-bb47-3451e26ded81,31f0d30b-69ba-4c54-9bea-03bbb41c2d37,2025-08-22 15:29:05.714949,shipped
444140df-fcd8-4d3f-91f6-040ef838b03f,3114c507-8720-45ce-9782-c5713427c71d,2025-05-03 15:29:05.716113,cancelled
c6be8ad5-2675-4530-b7c3-2bc637adfd14,12b2ed64-7f3c-4e22-820b-b65797e635fd,2025-10-05 15:29:05.717228,cancelled
93443998-a0b5-4dd6-88f3-323863acacd9,826b3ba1-82ba-4938-9769-ca68a0e3dba3,2025-11-15 15:29:05.718323,created
f0018a57-d292-42f7-9f91-3a7f2624f4e2,99f62525-0479-4ed3-bd45-7e2f3a98366e,2025-04-12 15:29:05.719388,created
86e58788-17ef-44ec-a9d0-f616c0160a62,e4b9018c-7f61-469e-b270-186733394a8f,2025-10-13 15:29:05.720465,delivered
42d12e31-ab31-4267-969a-feca3bab8149,76800292-1763-48d7-8360-e7566a86d84a,2025-08-27 15:29:05.721542,delivered
